position_id,ticker,asset_class,quantity,price,market_value,trade_date
POS-00447,JPM,equity,379,446.47,169210.7,2026-04-23
POS-00448,TSLA,equity,146,140.94,20577.19,2026-04-23
POS-00449,NFLX,equity,101,284.91,28775.46,2026-04-23
POS-00450,AAPL,equity,239,166.75,39852.75,2026-04-23
POS-00451,MSFT,equity,32,266.67,8533.48,2026-04-23
POS-00452,MSFT,equity,480,343.63,164944.15,2026-04-23
POS-00453,JNJ,equity,252,99.81,25152.48,2026-04-23
POS-00454,AMZN,equity,133,182.65,24292.22,2026-04-23
POS-00455,NVDA,equity,384,444.52,170695.63,2026-04-23
POS-00456,V,equity,451,493.06,222368.2,2026-04-23
POS-00457,WMT,equity,491,478.85,235115.16,2026-04-23
POS-00458,XOM,equity,45,112.01,5040.32,2026-04-23
POS-00459,NFLX,equity,159,298.8,47509.87,2026-04-23
POS-00460,META,equity,57,430.61,24544.69,2026-04-23
POS-00461,V,equity,312,294.06,91747.96,2026-04-23
POS-00462,JPM,equity,91,163.96,14920.81,2026-04-23
POS-00463,META,equity,88,433.37,38136.55,2026-04-23
POS-00464,TSLA,equity,296,380.81,112719.24,2026-04-23
POS-00465,V,equity,155,217.06,33644.87,2026-04-23
POS-00466,PG,equity,208,392.01,81537.4,2026-04-23
POS-00467,AAPL,equity,388,143.07,55509.64,2026-04-23
POS-00468,WMT,equity,471,104.29,49122.9,2026-04-23
POS-00469,AMZN,equity,449,95.18,42734.94,2026-04-23
POS-00470,TSLA,equity,139,430.92,59897.23,2026-04-23
POS-00471,WMT,equity,97,236.11,22902.24,2026-04-23
POS-00472,AAPL,equity,230,160.37,36884.3,2026-04-23
POS-00473,DIS,equity,358,433.1,155050.01,2026-04-23
POS-00474,XOM,equity,438,202.69,88780.39,2026-04-23
POS-00475,XOM,equity,270,161.78,43681.38,2026-04-23
POS-00476,NVDA,equity,129,122.56,15810.8,2026-04-23
POS-00477,AAPL,equity,470,449.59,211309.64,2026-04-23
POS-00478,AAPL,equity,390,282.95,110349.6,2026-04-23
POS-00479,NVDA,equity,250,288.39,72096.39,2026-04-23
POS-00480,TSLA,equity,272,245.55,66790.52,2026-04-23
POS-00481,TSLA,equity,74,106.55,7884.61,2026-04-23
POS-00482,GOOGL,equity,476,266.91,127050.99,2026-04-23
POS-00483,PG,equity,477,123.61,58961.78,2026-04-23
POS-00484,TSLA,equity,281,143.47,40315.85,2026-04-23
POS-00485,GOOGL,equity,134,63.52,8512.29,2026-04-23
POS-00486,TSLA,equity,68,462.58,31455.56,2026-04-23
POS-00487,AAPL,equity,167,323.66,54050.91,2026-04-23
POS-00488,MSFT,equity,237,230.2,54558.13,2026-04-23
POS-00489,JPM,equity,270,134.26,36249.53,2026-04-23
POS-00490,PG,equity,494,418.24,206609.84,2026-04-23
POS-00491,PG,equity,373,260.94,97331.25,2026-04-23
POS-00492,PG,equity,84,464.3,39001.17,2026-04-23
POS-00493,JNJ,equity,177,72.55,12841.0,2026-04-23
POS-00494,DIS,equity,177,407.51,72128.5,2026-04-23
POS-00495,WMT,equity,315,387.88,122181.37,2026-04-23
POS-00496,WMT,equity,398,145.38,57861.07,2026-04-23
POS-00497,AMZN,equity,462,247.1,114158.04,2026-04-23
POS-00498,NVDA,equity,323,51.04,16485.58,2026-04-23
POS-00499,XOM,equity,496,176.4,87496.07,2026-04-23
